team,date,year,tmGmYr,opGmYr,home,teamPts,oppPts,OT,tmSprd,OU,tmSpDev,oppTeam,tmWin,tmATSWin,tmOver,tmWinSeas,tmLosSeas,tmWinStrk,tmLosStrk,tmATSWinSeas,tmATSLosSeas,tmATSWinStrk,tmATSLosStrk,tmOVRSeas,tmUDRSeas,tmOVRStrk,tmUDRStrk,opWin,opATSWin,opOver,opWinSeas,opLosSeas,opWinStrk,opLosStrk,opATSWinSeas,opATSLosSeas,opATSWinStrk,opATSLosStrk,opOVRSeas,opUDRSeas,opOVRStrk,opUDRStrk,day,month,year,dmy,code
WAS,6/12/2010,2010,10,9,1,82,65,0,-4,149.5,13,NY,1,1,-1,5,4,1,0,5,2,1,0,5,4,2,0,0,-1,-1,4,4,2,0,4,4,3,0,4,4,3,0,12,6,2010,12/6/2010,2NYWAS12/6/2010
WAS,6/19/2010,2010,11,12,1,65,61,1,-6.5,152.5,-2.5,CHI,1,-1,-1,6,4,2,0,6,2,2,0,5,5,0,1,0,1,-1,4,7,0,3,5,6,0,3,7,4,4,0,19,6,2010,19/6/2010,2CHIWAS19/6/2010
WAS,6/24/2010,2010,12,12,1,68,53,0,-9,150.5,6,LA,1,1,-1,7,4,3,0,6,3,0,1,5,6,0,2,0,-1,-1,3,8,0,1,3,6,1,0,8,3,0,1,24,6,2010,24/6/2010,2LAWAS24/6/2010
WAS,6/25/2010,2010,13,14,0,72,79,0,4,149.5,-3,CHI,0,-1,1,8,4,4,0,7,3,1,0,5,7,0,3,1,1,1,5,8,1,0,7,6,2,0,8,5,1,0,25,6,2010,25/6/2010,1WASCHI25/6/2010
WAS,6/27/2010,2010,14,14,1,95,85,0,-2,175.5,8,PHO,1,1,1,8,5,0,1,7,4,0,1,6,7,1,0,0,-1,1,5,8,0,3,5,8,1,0,9,3,0,1,27,6,2010,27/6/2010,2PHOWAS27/6/2010
WAS,6/29/2010,2010,15,15,1,68,65,0,-2.5,145,0.5,IND,1,1,-1,9,5,1,0,8,4,1,0,7,7,2,0,0,-1,-1,9,5,1,0,8,6,2,0,5,9,0,1,29,6,2010,29/6/2010,2INDWAS29/6/2010
WAS,7/1/2010,2010,16,16,0,107,104,0,4.5,177,7.5,PHO,1,1,1,10,5,2,0,9,4,2,0,7,8,0,1,0,-1,1,5,10,0,5,6,9,1,0,10,4,0,1,1,7,2010,1/7/2010,1WASPHO1/7/2010
WAS,7/3/2010,2010,17,16,0,69,54,0,-6,162.5,9,DAL,1,1,-1,11,5,3,0,10,4,3,0,8,8,1,0,0,-1,-1,3,12,0,9,4,11,0,3,9,6,1,0,3,7,2010,3/7/2010,1WASDAL3/7/2010
WAS,7/15/2010,2010,18,18,0,67,75,0,1,146.5,-7,NY,0,-1,-1,12,5,4,0,11,4,4,0,8,9,0,1,1,1,-1,8,9,1,0,8,8,1,0,6,11,0,5,15,7,2010,15/7/2010,1WASNY15/7/2010
WAS,7/18/2010,2010,19,22,1,59,61,0,-5.5,144.5,-7.5,CHI,0,-1,-1,12,6,0,1,11,5,0,1,8,10,0,2,1,1,-1,10,11,2,0,12,8,2,0,12,9,0,1,18,7,2010,18/7/2010,2CHIWAS18/7/2010
WAS,7/21/2010,2010,20,23,1,82,72,0,-3.5,162,6.5,ATL,1,1,-1,12,7,0,2,11,6,0,2,8,11,0,3,0,-1,-1,14,8,0,3,10,12,0,5,13,9,1,0,21,7,2010,21/7/2010,2ATLWAS21/7/2010
WAS,7/24/2010,2010,21,22,1,73,78,0,2,140.5,-3,IND,0,-1,1,13,7,1,0,12,6,1,0,8,12,0,4,1,1,1,14,7,3,0,13,8,3,0,7,14,0,1,24,7,2010,24/7/2010,2INDWAS24/7/2010
WAS,7/27/2010,2010,22,23,0,78,88,0,3.5,151.5,-6.5,CON,0,-1,1,13,8,0,1,12,7,0,1,9,12,1,0,1,1,1,12,10,0,2,11,10,0,2,11,10,2,0,27,7,2010,27/7/2010,1WASCON27/7/2010
WAS,7/29/2010,2010,23,24,1,75,79,0,-7,148,-11,LV,0,-1,1,13,9,0,2,12,8,0,2,10,12,2,0,1,1,1,8,15,0,2,10,12,1,0,10,13,0,3,29,7,2010,29/7/2010,2LVWAS29/7/2010
WAS,7/30/2010,2010,24,24,0,77,73,0,7,144.5,11,IND,1,1,1,13,10,0,3,12,9,0,3,11,12,3,0,0,-1,1,16,7,5,0,14,9,0,1,9,14,2,0,30,7,2010,30/7/2010,1WASIND30/7/2010
WAS,8/1/2010,2010,25,26,1,87,62,0,-12.5,157.5,12.5,DAL,1,1,-1,14,10,1,0,13,9,1,0,12,12,4,0,0,-1,-1,4,21,0,6,7,18,0,4,14,11,2,0,1,8,2010,1/8/2010,2DALWAS1/8/2010
WAS,8/3/2010,2010,26,28,0,86,78,0,6,161,14,ATL,1,1,1,15,10,2,0,14,9,2,0,12,13,0,1,0,-1,1,18,9,4,0,14,13,4,0,15,12,1,0,3,8,2010,3/8/2010,1WALVTL3/8/2010
WAS,8/6/2010,2010,27,27,0,77,85,0,4,148,-4,NY,0,-1,1,16,10,3,0,15,9,3,0,13,13,1,0,1,1,1,15,11,4,0,14,11,3,0,10,15,1,0,6,8,2010,6/8/2010,1WASNY6/8/2010
WAS,8/8/2010,2010,28,28,0,67,76,0,5.5,154.5,-3.5,CON,0,-1,-1,16,11,0,1,15,10,0,1,14,13,2,0,1,1,-1,13,14,0,4,13,13,1,0,14,12,2,0,8,8,2010,8/8/2010,1WASCON8/8/2010
WAS,8/10/2010,2010,29,29,1,84,74,0,-4,151.5,6,CON,1,1,1,16,12,0,2,15,11,0,2,14,14,0,1,0,-1,1,14,14,1,0,14,13,2,0,14,13,0,1,10,8,2010,10/8/2010,2CONWAS10/8/2010
WAS,8/13/2010,2010,30,30,1,61,58,0,-8.5,152,-5.5,MIN,1,-1,-1,17,12,1,0,16,11,1,0,15,14,1,0,0,1,-1,11,18,0,1,15,14,0,1,13,16,1,0,13,8,2010,13/8/2010,2MINWAS13/8/2010
WAS,8/15/2010,2010,31,31,1,80,71,0,-8,146,1,SEA,1,1,1,18,12,2,0,16,12,0,1,15,15,0,1,0,-1,1,25,5,0,1,16,12,0,1,14,15,1,0,15,8,2010,15/8/2010,2SEAWAS15/8/2010
WAS,8/17/2010,2010,32,32,0,76,66,0,1.5,148.5,11.5,LV,1,1,-1,19,12,3,0,17,12,1,0,16,15,1,0,0,-1,-1,12,19,0,1,14,16,0,1,16,15,2,0,17,8,2010,17/8/2010,1WASLV17/8/2010
WAS,8/20/2010,2010,33,33,1,75,74,0,-3.5,144.5,-2.5,NY,1,-1,1,20,12,4,0,18,12,2,0,16,16,0,1,0,1,1,21,11,10,0,18,13,0,1,13,18,1,0,20,8,2010,20/8/2010,2NYWAS20/8/2010
WAS,8/22/2010,2010,34,34,0,90,81,0,-4,161,5,ATL,1,1,1,21,12,5,0,18,13,0,1,17,16,1,0,0,-1,1,19,14,0,1,16,17,0,1,19,14,0,1,22,8,2010,22/8/2010,1WALVTL22/8/2010
WAS,6/4/2011,2011,1,1,0,73,89,0,5.5,147.5,-10.5,CON,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2011,4/6/2011,1WASCON4/6/2011
WAS,6/9/2011,2011,2,2,0,98,90,1,7.5,157.5,15.5,ATL,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,-1,1,0,1,0,1,0,1,0,1,1,0,1,0,9,6,2011,9/6/2011,1WALVTL9/6/2011
WAS,6/11/2011,2011,3,3,1,77,84,0,-4.5,147,-11.5,CHI,0,-1,1,1,1,1,0,1,1,1,0,2,0,2,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,11,6,2011,11/6/2011,2CHIWAS11/6/2011
WAS,6/16/2011,2011,4,4,1,71,79,0,-2.5,153,-10.5,CON,0,-1,-1,1,2,0,1,1,2,0,1,3,0,3,0,1,1,-1,2,1,1,0,1,2,0,2,3,0,3,0,16,6,2011,16/6/2011,2CONWAS16/6/2011
WAS,6/18/2011,2011,5,6,0,59,77,0,-4,158,-22,DAL,0,-1,-1,1,3,0,2,1,3,0,2,3,1,0,1,1,1,-1,0,5,0,5,3,2,2,0,2,3,0,1,18,6,2011,18/6/2011,1WASDAL18/6/2011
WAS,6/21/2011,2011,6,7,1,80,89,0,2,146.5,-7,IND,0,-1,1,1,4,0,3,1,4,0,3,3,2,0,2,1,1,1,3,3,0,2,2,4,0,3,3,3,1,0,21,6,2011,21/6/2011,2INDWAS21/6/2011
WAS,6/26/2011,2011,7,9,1,83,63,0,-7.5,153.5,12.5,DAL,1,1,-1,1,5,0,4,1,5,0,4,4,2,1,0,0,-1,-1,1,7,0,2,5,3,0,1,4,4,2,0,26,6,2011,26/6/2011,2DALWAS26/6/2011
WAS,7/3/2011,2011,8,8,1,63,73,0,4,148.5,-6,SEA,0,-1,-1,2,5,1,0,2,5,1,0,4,3,0,1,1,1,-1,4,3,0,1,2,5,0,1,2,5,0,2,3,7,2011,3/7/2011,2SEAWAS3/7/2011
WAS,7/5/2011,2011,9,11,0,65,78,0,6,151,-7,CHI,0,-1,-1,2,6,0,1,2,6,0,1,4,4,0,2,1,1,-1,4,6,0,3,5,5,0,3,5,5,1,0,5,7,2011,5/7/2011,1WASCHI5/7/2011
WAS,7/9/2011,2011,10,12,0,57,68,0,8.5,147.5,-2.5,IND,0,-1,-1,2,7,0,2,2,7,0,2,4,5,0,3,1,1,-1,8,3,5,0,7,4,5,0,6,5,0,1,9,7,2011,9/7/2011,1WASIND9/7/2011
WAS,7/12/2011,2011,11,11,0,71,79,0,10.5,145.5,2.5,SEA,0,1,1,2,8,0,3,2,8,0,3,4,6,0,4,1,-1,1,6,4,1,0,4,6,1,0,3,7,1,0,12,7,2011,12/7/2011,1WASSEA12/7/2011
WAS,7/15/2011,2011,12,14,0,64,78,0,11.5,180,-2.5,PHO,0,-1,-1,2,9,0,4,3,8,1,0,5,6,1,0,1,1,-1,9,4,5,0,9,4,2,0,8,5,1,0,15,7,2011,15/7/2011,1WASPHO15/7/2011
WAS,7/17/2011,2011,13,13,0,89,85,1,8.5,151.5,12.5,LA,1,1,1,2,10,0,5,3,9,0,1,5,7,0,1,0,-1,1,6,6,2,0,5,7,0,1,7,2,3,0,17,7,2011,17/7/2011,1WASLA17/7/2011
WAS,7/20/2011,2011,14,15,1,79,86,0,-1,155,-8,ATL,0,-1,1,3,10,1,0,4,9,1,0,6,7,1,0,1,1,1,5,9,2,0,3,10,2,0,6,8,1,0,20,7,2011,20/7/2011,2ATLWAS20/7/2011
WAS,7/26/2011,2011,15,15,1,67,73,0,5,154,-1,LV,0,-1,-1,3,11,0,1,4,10,0,1,7,7,2,0,1,1,-1,9,5,0,1,8,6,0,1,5,8,0,6,26,7,2011,26/7/2011,2LVWAS26/7/2011
WAS,7/28/2011,2011,16,17,0,71,75,0,9,150,5,NY,0,1,-1,3,12,0,2,4,11,0,2,7,8,0,1,1,-1,-1,9,7,0,1,10,5,0,1,9,7,1,0,28,7,2011,28/7/2011,1WASNY28/7/2011
WAS,7/29/2011,2011,17,19,1,59,61,0,6.5,145,4.5,IND,0,1,-1,3,13,0,3,5,11,1,0,7,9,0,2,1,-1,-1,12,6,2,0,11,7,2,0,8,10,0,2,29,7,2011,29/7/2011,2INDWAS29/7/2011
WAS,8/6/2011,2011,18,21,1,91,81,0,4,146.5,14,NY,1,1,1,3,14,0,4,6,11,2,0,7,10,0,3,0,-1,1,12,8,2,0,12,7,2,0,9,11,0,4,6,8,2011,6/8/2011,2NYWAS6/8/2011
WAS,8/9/2011,2011,19,21,1,70,72,0,4.5,156,2.5,ATL,0,1,-1,4,14,1,0,7,11,3,0,8,10,1,0,1,-1,-1,9,11,1,0,6,12,1,0,9,11,0,2,9,8,2011,9/8/2011,2ATLWAS9/8/2011
WAS,8/12/2011,2011,20,23,1,64,63,0,3.5,149.5,4.5,NY,1,1,-1,4,15,0,1,8,11,4,0,8,11,0,1,0,-1,-1,13,9,1,0,12,9,0,2,10,12,0,1,12,8,2011,12/8/2011,2NYWAS12/8/2011
WAS,8/13/2011,2011,21,23,0,75,82,0,10,151.5,3,CON,0,1,1,5,15,1,0,9,11,5,0,8,12,0,2,1,-1,1,14,8,0,1,13,9,0,1,10,12,0,2,13,8,2011,13/8/2011,1WASCON13/8/2011
WAS,8/16/2011,2011,22,25,0,66,69,0,8,146,5,NY,0,1,-1,5,16,0,1,10,11,6,0,9,12,1,0,1,-1,-1,13,11,0,2,12,11,0,4,11,13,1,0,16,8,2011,16/8/2011,1WASNY16/8/2011
WAS,8/18/2011,2011,23,25,1,62,81,0,8,149.5,-11,MIN,0,-1,-1,5,17,0,2,11,11,7,0,9,13,0,1,1,1,-1,18,6,0,1,13,11,0,1,11,12,1,0,18,8,2011,18/8/2011,2MINWAS18/8/2011
WAS,8/20/2011,2011,24,26,1,70,71,0,2.5,145.5,1.5,CHI,0,1,-1,5,18,0,3,11,12,0,1,9,14,0,2,1,-1,-1,11,14,1,0,13,12,2,0,11,14,2,0,20,8,2011,20/8/2011,2CHIWAS20/8/2011
WAS,8/21/2011,2011,25,27,0,51,83,0,10.5,143.5,-21.5,IND,0,-1,-1,5,19,0,4,12,12,1,0,9,15,0,3,1,1,-1,18,8,0,1,15,10,0,1,13,13,0,2,21,8,2011,21/8/2011,1WASIND21/8/2011
WAS,8/23/2011,2011,26,27,1,82,86,1,3.5,149,-0.5,LA,0,-1,1,5,20,0,5,12,13,0,1,9,16,0,4,1,1,1,11,15,1,0,9,17,0,2,13,9,0,3,23,8,2011,23/8/2011,2LAWAS23/8/2011
WAS,8/26/2011,2011,27,28,0,67,80,0,7.5,144.5,-5.5,CHI,0,-1,1,5,21,0,6,12,14,0,2,10,16,1,0,1,1,1,12,15,0,1,13,14,0,2,12,15,1,0,26,8,2011,26/8/2011,1WASCHI26/8/2011
WAS,8/28/2011,2011,28,28,1,79,86,0,5.5,174,-1.5,PHO,0,-1,-1,5,22,0,7,12,15,0,3,11,16,2,0,1,1,-1,15,12,0,2,14,13,1,0,14,13,1,0,28,8,2011,28/8/2011,2PHOWAS28/8/2011
WAS,8/30/2011,2011,29,30,0,56,73,0,13,149,-4,MIN,0,-1,-1,5,23,0,8,12,16,0,4,11,17,0,1,1,1,-1,23,6,5,0,17,12,2,0,12,16,0,1,30,8,2011,30/8/2011,1WASMIN30/8/2011
WAS,9/1/2011,2011,30,30,1,85,81,0,5.5,158,9.5,ATL,1,1,1,5,24,0,9,12,17,0,5,11,18,0,2,0,-1,1,16,13,3,0,10,17,0,1,16,12,7,0,1,9,2011,1/9/2011,2ATLWAS1/9/2011
WAS,9/2/2011,2011,31,31,0,73,95,0,11.5,157.5,-10.5,ATL,0,-1,1,6,24,1,0,13,17,1,0,12,18,1,0,1,1,1,16,14,0,1,10,18,0,2,17,12,8,0,2,9,2011,2/9/2011,1WALVTL2/9/2011
WAS,9/4/2011,2011,32,32,1,48,79,0,6,150,-25,CON,0,-1,-1,6,25,0,1,13,18,0,1,13,18,2,0,1,1,-1,19,12,1,0,17,14,1,0,17,14,0,2,4,9,2011,4/9/2011,2CONWAS4/9/2011
WAS,9/7/2011,2011,33,32,0,69,87,0,13,144,-5,IND,0,-1,1,6,26,0,2,13,19,0,2,13,19,0,1,1,1,1,20,11,1,0,18,12,1,0,16,15,1,0,7,9,2011,7/9/2011,1WASIND7/9/2011
WAS,9/10/2011,2011,34,33,0,74,82,0,8.5,145.5,0.5,LV,0,1,1,6,27,0,3,13,20,0,3,14,19,1,0,1,-1,1,16,16,1,0,17,14,1,0,9,22,0,5,10,9,2011,10/9/2011,1WASLV10/9/2011
WAS,5/19/2012,2012,1,1,1,57,69,0,5,143,-7,CHI,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,2012,19/5/2012,2CHIWAS19/5/2012
WAS,5/26/2012,2012,2,3,1,64,61,0,-6,150.5,-3,DAL,1,-1,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,0,2,0,2,1,1,1,0,1,1,0,1,26,5,2012,26/5/2012,2DALWAS26/5/2012
WAS,5/30/2012,2012,3,5,1,77,79,0,11.5,147.5,9.5,MIN,0,1,1,1,1,1,0,0,2,0,2,0,2,0,2,1,-1,1,4,0,4,0,3,1,1,0,3,1,2,0,30,5,2012,30/5/2012,2MINWAS30/5/2012
WAS,6/1/2012,2012,4,4,0,63,65,0,10.5,141.5,8.5,CHI,0,1,-1,1,2,0,1,1,2,1,0,1,2,1,0,1,-1,-1,2,1,1,0,2,1,1,0,1,2,0,1,1,6,2012,1/6/2012,1WASCHI1/6/2012
WAS,6/3/2012,2012,5,5,0,86,94,0,11.5,144.5,3.5,CON,0,1,1,1,3,0,2,2,2,2,0,1,3,0,1,1,-1,1,3,1,0,1,2,2,0,2,2,2,0,1,3,6,2012,3/6/2012,1WASCON3/6/2012
WAS,6/8/2012,2012,6,8,1,70,76,0,-2.5,143,-8.5,NY,0,-1,1,1,4,0,3,3,2,3,0,2,3,1,0,1,1,1,2,5,2,0,2,5,2,0,4,3,0,1,8,6,2012,8/6/2012,2NYWAS8/6/2012
WAS,6/15/2012,2012,7,7,1,67,66,0,6.5,149,7.5,IND,1,1,-1,1,5,0,4,3,3,0,1,3,3,2,0,0,-1,-1,4,2,0,2,4,2,0,2,5,1,3,0,15,6,2012,15/6/2012,2INDWAS15/6/2012
WAS,6/18/2012,2012,8,11,0,70,101,0,9.5,148,-21.5,LA,0,-1,1,2,5,1,0,4,3,1,0,3,4,0,1,1,1,1,7,3,0,2,6,4,0,2,4,6,1,0,18,6,2012,18/6/2012,1WASLA18/6/2012
WAS,6/20/2012,2012,9,10,0,77,80,0,-3.5,153.5,-6.5,PHO,0,-1,1,2,6,0,1,4,4,0,1,4,4,1,0,1,1,1,2,7,0,3,1,8,0,3,2,7,0,6,20,6,2012,20/6/2012,1WASPHO20/6/2012
WAS,6/24/2012,2012,10,12,0,55,72,0,7.5,138,-9.5,SEA,0,-1,-1,2,7,0,2,4,5,0,2,5,4,2,0,1,1,-1,4,7,3,0,5,6,3,0,4,7,1,0,24,6,2012,24/6/2012,1WASSEA24/6/2012
WAS,6/26/2012,2012,11,13,1,71,79,0,2.5,137,-5.5,SEA,0,-1,1,2,8,0,3,4,6,0,3,5,5,0,1,1,1,1,5,7,4,0,6,6,4,0,4,8,0,1,26,6,2012,26/6/2012,2SEAWAS26/6/2012
WAS,6/29/2012,2012,12,13,1,64,77,0,7.5,153.5,-5.5,CON,0,-1,-1,2,9,0,4,4,7,0,4,6,5,1,0,1,1,-1,9,3,0,1,6,6,0,2,7,5,0,1,29,6,2012,29/6/2012,2CONWAS29/6/2012
WAS,7/1/2012,2012,13,14,1,90,77,0,-7,157,6,PHO,1,1,1,2,10,0,5,4,8,0,5,6,6,0,1,0,-1,1,4,9,1,0,5,8,4,0,6,7,4,0,1,7,2012,1/7/2012,2PHOWAS1/7/2012
WAS,7/6/2012,2012,14,15,1,73,78,0,4.5,147.5,-0.5,LV,0,-1,1,3,10,1,0,5,8,1,0,7,6,1,0,1,1,1,9,5,5,0,11,3,1,0,10,4,1,0,6,7,2012,6/7/2012,2LVWAS6/7/2012
WAS,7/8/2012,2012,15,16,0,62,78,0,3.5,155.5,-12.5,DAL,0,-1,-1,3,11,0,1,5,9,0,1,8,6,2,0,1,1,-1,2,13,0,2,7,7,0,2,7,8,0,1,8,7,2012,8/7/2012,1WASDAL8/7/2012
WAS,7/10/2012,2012,16,17,1,70,77,0,9.5,150,2.5,CON,0,1,-1,3,12,0,2,5,10,0,2,8,7,0,1,1,-1,-1,12,4,2,0,9,7,2,0,9,7,1,0,10,7,2012,10/7/2012,2CONWAS10/7/2012
WAS,7/11/2012,2012,17,18,0,73,85,0,15,150,3,CON,0,1,1,3,13,0,3,6,10,1,0,8,8,0,2,1,-1,1,13,4,3,0,9,8,0,1,9,8,0,1,11,7,2012,11/7/2012,1WASCON11/7/2012
WAS,7/13/2012,2012,18,18,0,70,53,0,7,145.5,24,NY,1,1,-1,3,14,0,4,7,10,2,0,9,8,1,0,0,-1,-1,6,11,0,2,7,10,1,0,8,9,2,0,13,7,2012,13/7/2012,1WASNY13/7/2012
WAS,8/16/2012,2012,19,18,0,66,84,0,11,147,-7,IND,0,-1,1,4,14,1,0,8,10,3,0,9,9,0,1,1,1,1,10,7,0,1,8,9,0,4,11,6,0,1,16,8,2012,16/8/2012,1WASIND16/8/2012
WAS,8/17/2012,2012,20,20,0,69,98,0,15.5,152.5,-13.5,MIN,0,-1,1,4,15,0,1,8,11,0,1,10,9,1,0,1,1,1,15,4,2,0,9,10,0,1,13,6,0,1,17,8,2012,17/8/2012,1WASMIN17/8/2012
WAS,8/19/2012,2012,21,19,1,75,71,1,5.5,145,9.5,CHI,1,1,1,4,16,0,2,8,12,0,2,11,9,2,0,0,-1,1,8,10,0,5,9,9,0,1,10,8,2,0,19,8,2012,19/8/2012,2CHIWAS19/8/2012
WAS,8/21/2012,2012,22,21,0,72,75,0,15.5,151.5,12.5,LV,0,1,-1,5,16,1,0,9,12,1,0,12,9,3,0,1,-1,-1,15,5,11,0,17,3,7,0,14,6,0,1,21,8,2012,21/8/2012,1WASLV21/8/2012
WAS,8/24/2012,2012,23,23,1,69,81,0,5,149.5,-7,ATL,0,-1,1,5,17,0,1,10,12,2,0,12,10,0,1,1,1,1,11,11,1,0,10,12,1,0,10,12,4,0,24,8,2012,24/8/2012,2ATLWAS24/8/2012
WAS,8/28/2012,2012,24,23,0,68,83,0,13,150,-2,IND,0,-1,1,5,18,0,2,10,13,0,1,13,10,1,0,1,1,1,14,8,2,0,12,10,2,0,13,9,0,3,28,8,2012,28/8/2012,1WASIND28/8/2012
WAS,8/30/2012,2012,25,26,0,59,82,0,9.5,150.5,-13.5,ATL,0,-1,-1,5,19,0,3,10,14,0,2,14,10,2,0,1,1,-1,12,13,0,2,11,14,0,2,12,13,1,0,30,8,2012,30/8/2012,1WALVTL30/8/2012
WAS,9/1/2012,2012,26,26,0,73,79,0,8.5,144.5,2.5,NY,0,1,1,5,20,0,4,10,15,0,3,14,11,0,1,1,-1,1,9,16,0,3,10,15,0,3,11,14,0,1,1,9,2012,1/9/2012,1WASNY1/9/2012
WAS,9/4/2012,2012,27,27,1,70,77,0,8.5,150.5,1.5,CON,0,1,-1,5,21,0,5,11,15,1,0,15,11,1,0,1,-1,-1,19,7,0,1,12,14,0,1,14,11,1,0,4,9,2012,4/9/2012,2CONWAS4/9/2012
WAS,9/7/2012,2012,28,29,1,68,96,0,9,154.5,-19,LA,0,-1,1,5,22,0,6,12,15,2,0,15,12,0,1,1,1,1,19,9,0,3,16,11,0,3,15,13,0,1,7,9,2012,7/9/2012,2LAWAS7/9/2012
WAS,9/9/2012,2012,29,30,0,68,93,0,10.5,150.5,-14.5,ATL,0,-1,1,5,23,0,7,12,16,0,1,16,12,1,0,1,1,1,15,14,0,1,15,14,4,0,14,15,1,0,9,9,2012,9/9/2012,1WALVTL9/9/2012
WAS,9/12/2012,2012,30,30,0,62,75,0,10.5,148,-2.5,NY,0,-1,-1,5,24,0,8,12,17,0,2,17,12,2,0,1,1,-1,12,17,1,0,12,17,1,0,13,16,0,1,12,9,2012,12/9/2012,1WASNY12/9/2012
WAS,9/14/2012,2012,31,32,1,74,82,0,10,150.5,2,ATL,0,1,1,5,25,0,9,12,18,0,3,17,13,0,1,1,-1,1,17,14,2,0,17,14,6,0,15,16,0,1,14,9,2012,14/9/2012,2ATLWAS14/9/2012
WAS,9/16/2012,2012,32,31,1,68,75,0,9,145,2,NY,0,1,-1,5,26,0,10,13,18,1,0,18,13,1,0,1,-1,-1,13,17,2,0,13,17,2,0,13,17,0,2,16,9,2012,16/9/2012,2NYWAS16/9/2012
WAS,9/21/2012,2012,33,33,1,53,66,0,4,142.5,-9,IND,0,-1,-1,5,27,0,11,14,18,2,0,18,14,0,1,1,1,-1,20,12,0,3,17,15,0,3,17,15,0,1,21,9,2012,21/9/2012,2INDWAS21/9/2012
WAS,9/22/2012,2012,34,34,0,58,77,0,12,143.5,-7,CHI,0,-1,-1,5,28,0,12,14,19,0,1,18,15,0,2,1,1,-1,13,20,0,2,16,17,0,2,18,14,0,3,22,9,2012,22/9/2012,1WASCHI22/9/2012
WAS,5/27/2013,2013,1,2,0,95,90,1,6.5,157,11.5,DAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,1,0,1,1,0,1,0,27,5,2013,27/5/2013,1WASDAL27/5/2013
WAS,6/2/2013,2013,2,3,1,63,73,0,5,162.5,-5,ATL,0,-1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,-1,2,0,2,0,2,0,2,0,2,0,2,0,2,6,2013,2/6/2013,2ATLWAS2/6/2013
WAS,6/7/2013,2013,3,4,0,66,62,0,6.5,151.5,10.5,CON,1,1,-1,1,1,0,1,1,1,0,1,1,1,0,1,0,-1,-1,1,2,0,2,1,2,0,2,1,1,0,1,7,6,2013,7/6/2013,1WASCON7/6/2013
WAS,6/8/2013,2013,4,3,1,85,80,0,12,157,17,MIN,1,1,1,2,1,1,0,2,1,1,0,1,2,0,2,0,-1,1,2,0,2,0,2,0,2,0,1,1,1,0,8,6,2013,8/6/2013,2MINWAS8/6/2013
WAS,6/16/2013,2013,5,6,1,64,60,0,-1.5,143.5,2.5,IND,1,1,-1,3,1,2,0,3,1,2,0,2,2,1,0,0,-1,-1,1,4,0,4,1,4,0,4,1,4,0,3,16,6,2013,16/6/2013,2INDWAS16/6/2013
WAS,6/18/2013,2013,6,6,0,86,96,1,4,140.5,-6,SEA,0,-1,1,4,1,3,0,4,1,3,0,2,3,0,1,1,1,1,2,3,1,0,2,3,1,0,1,4,0,4,18,6,2013,18/6/2013,1WASSEA18/6/2013
WAS,6/21/2013,2013,7,8,0,82,90,0,9,166,1,PHO,0,1,1,4,2,0,1,4,2,0,1,3,3,1,0,1,-1,1,3,4,0,1,2,5,0,2,4,3,0,1,21,6,2013,21/6/2013,1WASPHO21/6/2013
WAS,6/23/2013,2013,8,7,0,69,79,0,13,160,3,LA,0,1,-1,4,3,0,2,5,2,1,0,4,3,2,0,1,-1,-1,4,2,2,0,3,3,2,0,2,4,0,2,23,6,2013,23/6/2013,1WASLA23/6/2013
WAS,6/27/2013,2013,9,10,1,97,101,0,3.5,166,-0.5,PHO,0,-1,1,4,4,0,3,6,2,2,0,4,4,0,1,1,1,1,5,4,2,0,3,6,1,0,5,4,0,1,27,6,2013,27/6/2013,2PHOWAS27/6/2013
WAS,6/28/2013,2013,10,10,0,75,86,0,9.5,157,-1.5,ATL,0,-1,1,4,5,0,4,6,3,0,1,5,4,1,0,1,1,1,8,1,4,0,7,2,1,0,4,5,0,1,28,6,2013,28/6/2013,1WALVTL28/6/2013
WAS,6/30/2013,2013,11,13,1,84,61,0,-3.5,156.5,19.5,DAL,1,1,-1,4,6,0,5,6,4,0,2,6,4,2,0,0,-1,-1,3,9,0,2,8,4,0,1,6,5,3,0,30,6,2013,30/6/2013,2DALWAS30/6/2013
WAS,7/6/2013,2013,12,12,1,62,59,0,-6.5,144.5,-3.5,SEA,1,-1,-1,5,6,1,0,7,4,1,0,6,5,0,1,0,1,-1,5,6,1,0,5,6,1,0,4,7,0,3,6,7,2013,6/7/2013,2SEAWAS6/7/2013
WAS,7/10/2013,2013,13,13,0,85,89,0,9.5,159,5.5,CHI,0,1,1,6,6,2,0,7,5,0,1,6,6,0,2,1,-1,1,8,4,1,0,7,5,1,0,6,5,1,0,10,7,2013,10/7/2013,1WASCHI10/7/2013
